study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA36679	SAMN00014258	SRS004129	SRX157914	SRR518871	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518871/SRR518871.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518871/SRR518871.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518871	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518871		
PRJNA36679	SAMN00014258	SRS004129	SRX157914	SRR518872	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518872/SRR518872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518872/SRR518872.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518872	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518872		
PRJNA36679	SAMN00014258	SRS004129	SRX157914	SRR518873	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518873/SRR518873.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518873/SRR518873.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518873	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518873		
PRJNA36679	SAMN00014247	SRS003484	SRX157997	SRR518968	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518968/SRR518968.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518968/SRR518968.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518968	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518968		
PRJNA36679	SAMN00014247	SRS003484	SRX157997	SRR518969	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518969/SRR518969.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518969/SRR518969.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518969	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518969		
PRJNA36679	SAMN00014247	SRS003484	SRX157997	SRR518970	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518970/SRR518970.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518970/SRR518970.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518970	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518970		
PRJNA36679	SAMN00014247	SRS003484	SRX157997	SRR518971	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518971/SRR518971.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518971/SRR518971.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518971	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518971		
PRJNA36679	SAMN00014247	SRS003484	SRX157997	SRR518972	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518972/SRR518972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518972/SRR518972.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518972	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518972		
PRJNA36679	SAMN00014249	SRS003486	SRX158004	SRR518981	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518981/SRR518981.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518981/SRR518981.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518981	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518981		
PRJNA36679	SAMN00014249	SRS003486	SRX158004	SRR518982	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518982/SRR518982.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518982/SRR518982.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518982	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518982		
PRJNA36679	SAMN00014249	SRS003486	SRX158004	SRR518983	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518983/SRR518983.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518983/SRR518983.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518983	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518983		
PRJNA36679	SAMN00014249	SRS003486	SRX158005	SRR518984	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518984/SRR518984.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518984/SRR518984.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518984	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518984		
PRJNA36679	SAMN00014249	SRS003486	SRX158005	SRR518985	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518985/SRR518985.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518985/SRR518985.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518985	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518985		
PRJNA36679	SAMN00014249	SRS003486	SRX158005	SRR518986	7227	Drosophila melanogaster	454 GS FLX Titanium	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518986/SRR518986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/SRR518986/SRR518986.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518986	ftp.sra.ebi.ac.uk/vol1/srr/SRR518/SRR518986		
PRJNA36679	SAMN01057298	SRS346715	SRX156026	SRR833244	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833244/SRR833244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833244/SRR833244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833244/SRR833244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR833/SRR833244/SRR833244_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR833/SRR833244	ftp.sra.ebi.ac.uk/vol1/srr/SRR833/SRR833244		
PRJNA36679	SAMN00013953	SRS073939	SRX021060	SRR834504	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834504/SRR834504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834504/SRR834504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834504/SRR834504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834504/SRR834504_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834504	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834504		
PRJNA36679	SAMN00013954	SRS073940	SRX021080	SRR834505	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834505/SRR834505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834505/SRR834505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834505/SRR834505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834505/SRR834505_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834505	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834505		
PRJNA36679	SAMN00013955	SRS073941	SRX021081	SRR834506	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834506/SRR834506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834506/SRR834506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834506/SRR834506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834506/SRR834506_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834506	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834506		
PRJNA36679	SAMN00013964	SRS073950	SRX021082	SRR834507	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834507/SRR834507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834507/SRR834507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834507/SRR834507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834507/SRR834507_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834507	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834507		
PRJNA36679	SAMN00013957	SRS073943	SRX155981	SRR834508	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834508/SRR834508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834508/SRR834508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834508/SRR834508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834508/SRR834508_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834508	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834508		
PRJNA36679	SAMN01057300	SRS346717	SRX155996	SRR834509	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834509/SRR834509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834509/SRR834509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834509/SRR834509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834509/SRR834509_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834509	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834509		
PRJNA36679	SAMN00013958	SRS073944	SRX021063	SRR834510	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834510/SRR834510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834510/SRR834510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834510/SRR834510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834510/SRR834510_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834510	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834510		
PRJNA36679	SAMN00013969	SRS073955	SRX021094	SRR834511	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834511/SRR834511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834511/SRR834511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834511/SRR834511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834511/SRR834511_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834511	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834511		
PRJNA36679	SAMN01057301	SRS346718	SRX155997	SRR834512	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834512/SRR834512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834512/SRR834512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834512/SRR834512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834512/SRR834512_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834512	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834512		
PRJNA36679	SAMN00013972	SRS073958	SRX021097	SRR834513	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834513/SRR834513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834513/SRR834513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834513/SRR834513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834513/SRR834513_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834513	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834513		
PRJNA36679	SAMN01057302	SRS346719	SRX156029	SRR834514	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834514/SRR834514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834514/SRR834514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834514/SRR834514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834514/SRR834514_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834514	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834514		
PRJNA36679	SAMN00013975	SRS073961	SRX021100	SRR834515	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834515/SRR834515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834515/SRR834515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834515/SRR834515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834515/SRR834515_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834515	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834515		
PRJNA36679	SAMN00013976	SRS073962	SRX021101	SRR834516	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834516/SRR834516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834516/SRR834516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834516/SRR834516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834516/SRR834516_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834516	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834516		
PRJNA36679	SAMN01057303	SRS346720	SRX156027	SRR834517	7227	Drosophila melanogaster	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834517/SRR834517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834517/SRR834517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834517/SRR834517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834517/SRR834517_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834517	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834517		
PRJNA36679	SAMN01086966	SRS349511	SRX159098	SRR834518	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834518/SRR834518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834518/SRR834518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834518/SRR834518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834518/SRR834518_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834518	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834518		
PRJNA36679	SAMN01057307	SRS346724	SRX156014	SRR834519	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834519/SRR834519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834519/SRR834519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834519/SRR834519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834519/SRR834519_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834519	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834519		
PRJNA36679	SAMN00013991	SRS073978	SRX021157	SRR834520	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834520/SRR834520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834520/SRR834520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834520/SRR834520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834520/SRR834520_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834520	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834520		
PRJNA36679	SAMN01057308	SRS346725	SRX156015	SRR834521	7227	Drosophila melanogaster	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834521/SRR834521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834521/SRR834521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834521/SRR834521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834521/SRR834521_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834521	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834521		
PRJNA36679	SAMN01057309	SRS346726	SRX156017	SRR834522	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834522/SRR834522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834522/SRR834522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834522/SRR834522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834522/SRR834522_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834522	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834522		
PRJNA36679	SAMN01057299	SRS346716	SRX155979	SRR834523	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834523/SRR834523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834523/SRR834523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834523/SRR834523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834523/SRR834523_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834523	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834523		
PRJNA36679	SAMN00013940	SRS073431	SRX021039	SRR834524	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834524/SRR834524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834524/SRR834524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834524/SRR834524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834524/SRR834524_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834524	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834524		
PRJNA36679	SAMN00013942	SRS073921	SRX021041	SRR834525	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834525/SRR834525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834525/SRR834525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834525/SRR834525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834525/SRR834525_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834525	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834525		
PRJNA36679	SAMN00013941	SRS073920	SRX021040	SRR834526	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834526/SRR834526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834526/SRR834526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834526/SRR834526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834526/SRR834526_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834526	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834526		
PRJNA36679	SAMN00013965	SRS073951	SRX155994	SRR834527	7227	Drosophila melanogaster	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834527/SRR834527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834527/SRR834527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834527/SRR834527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834527/SRR834527_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834527	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834527		
PRJNA36679	SAMN00013943	SRS073922	SRX021042	SRR834528	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834528/SRR834528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834528/SRR834528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834528/SRR834528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834528/SRR834528_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834528	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834528		
PRJNA36679	SAMN00013944	SRS073923	SRX021043	SRR834529	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834529/SRR834529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834529/SRR834529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834529/SRR834529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834529/SRR834529_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834529	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834529		
PRJNA36679	SAMN00013956	SRS073942	SRX021061	SRR834530	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834530/SRR834530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834530/SRR834530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834530/SRR834530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834530/SRR834530_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834530	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834530		
PRJNA36679	SAMN00013946	SRS073932	SRX021053	SRR834531	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834531/SRR834531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834531/SRR834531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834531/SRR834531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834531/SRR834531_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834531	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834531		
PRJNA36679	SAMN00013947	SRS073933	SRX021054	SRR834532	7227	Drosophila melanogaster	Illumina Genome Analyzer II	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834532/SRR834532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834532/SRR834532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834532/SRR834532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR834/SRR834532/SRR834532_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834532	ftp.sra.ebi.ac.uk/vol1/srr/SRR834/SRR834532		
